Table with column headers in rows 3 and 4,,,,
StateFipsCode,CountyFipsCode,PostalCode,Name,PovertyEstimate
00,000,US,United States,"41,393,176"
01,000,AL,Alabama,"800,848"
01,001,AL,Autauga County,"6,296"
01,003,AL,Baldwin County,"25,526"
01,005,AL,Barbour County,"5,089"
01,007,AL,Bibb County,"4,204"
01,009,AL,Blount County,"6,992"
01,011,AL,Bullock County,"2,764"
01,013,AL,Butler County,"4,226"
01,015,AL,Calhoun County,"21,630"
01,017,AL,Chambers County,"6,699"
01,019,AL,Cherokee County,"4,513"
01,021,AL,Chilton County,"6,973"
01,023,AL,Choctaw County,"2,893"
01,025,AL,Clarke County,"4,366"
01,027,AL,Clay County,"2,560"
01,029,AL,Cleburne County,"2,236"
01,031,AL,Coffee County,"8,516"
01,033,AL,Colbert County,"9,396"
01,035,AL,Conecuh County,"2,528"
01,037,AL,Coosa County,"1,754"
01,039,AL,Covington County,"7,317"
01,041,AL,Crenshaw County,"2,267"
01,043,AL,Cullman County,"11,898"
01,045,AL,Dale County,"7,587"
01,047,AL,Dallas County,"10,914"
01,049,AL,DeKalb County,"13,783"
01,051,AL,Elmore County,"10,138"
01,053,AL,Escambia County,"8,147"
01,055,AL,Etowah County,"17,605"
01,057,AL,Fayette County,"3,123"
01,059,AL,Franklin County,"5,995"
01,061,AL,Geneva County,"5,566"
01,063,AL,Greene County,"2,520"
01,065,AL,Hale County,"3,221"
01,067,AL,Henry County,"2,694"
01,069,AL,Houston County,"20,210"
01,071,AL,Jackson County,"9,851"
01,073,AL,Jefferson County,"110,131"
01,075,AL,Lamar County,"2,300"
01,077,AL,Lauderdale County,"14,838"
01,079,AL,Lawrence County,"4,566"
01,081,AL,Lee County,"30,989"
01,083,AL,Limestone County,"10,363"
01,085,AL,Lowndes County,"2,786"
01,087,AL,Macon County,"4,725"
01,089,AL,Madison County,"39,316"
01,091,AL,Marengo County,"4,602"
01,093,AL,Marion County,"5,209"
01,095,AL,Marshall County,"15,145"
01,097,AL,Mobile County,"74,061"
01,099,AL,Monroe County,"4,349"
01,101,AL,Montgomery County,"47,309"
01,103,AL,Morgan County,"16,459"
01,105,AL,Perry County,"2,591"
01,107,AL,Pickens County,"3,591"
01,109,AL,Pike County,"7,429"
01,111,AL,Randolph County,"4,652"
01,113,AL,Russell County,"12,620"
01,115,AL,St. Clair County,"11,652"
01,117,AL,Shelby County,"17,306"
01,119,AL,Sumter County,"4,005"
01,121,AL,Talladega County,"14,936"
01,123,AL,Tallapoosa County,"7,420"
01,125,AL,Tuscaloosa County,"31,735"
01,127,AL,Walker County,"12,877"
01,129,AL,Washington County,"3,091"
01,131,AL,Wilcox County,"3,340"
01,133,AL,Winston County,"4,455"
02,000,AK,Alaska,"77,736"
02,013,AK,Aleutians East Borough,625
02,016,AK,Aleutians West Census Area,505
02,020,AK,Anchorage Borough,"26,920"
02,050,AK,Bethel Census Area,"4,496"
02,060,AK,Bristol Bay Borough,93
02,063,AK,Chugach Census Area,530
02,066,AK,Copper River Census Area,375
02,068,AK,Denali Borough,115
02,070,AK,Dillingham Census Area,"1,033"
02,090,AK,Fairbanks North Star Borough,"7,247"
02,100,AK,Haines Borough,223
02,105,AK,Hoonah-Angoon Census Area,395
02,110,AK,Juneau Borough,"2,378"
02,122,AK,Kenai Peninsula Borough,"6,729"
02,130,AK,Ketchikan Gateway Borough,"1,529"
02,150,AK,Kodiak Island Borough,"1,072"
02,158,AK,Kusilvak Census Area,"2,534"
02,164,AK,Lake and Peninsula Borough,290
02,170,AK,Matanuska-Susitna Borough,"11,453"
02,180,AK,Nome Census Area,"1,920"
02,185,AK,North Slope Borough,"1,354"
02,188,AK,Northwest Arctic Borough,"1,560"
02,195,AK,Petersburg Borough,269
02,198,AK,Prince of Wales-Hyder Census Area,859
02,220,AK,Sitka Borough,717
02,230,AK,Skagway Municipality,69
02,240,AK,Southeast Fairbanks Census Area,890
02,275,AK,Wrangell City and Borough,231
02,282,AK,Yakutat Borough,86
02,290,AK,Yukon-Koyukuk Census Area,"1,240"
04,000,AZ,Arizona,"919,680"
04,001,AZ,Apache County,"18,422"
04,003,AZ,Cochise County,"20,618"
04,005,AZ,Coconino County,"22,677"
04,007,AZ,Gila County,"8,900"
04,009,AZ,Graham County,"7,385"
04,011,AZ,Greenlee County,886
04,012,AZ,La Paz County,"3,303"
04,013,AZ,Maricopa County,"502,224"
04,015,AZ,Mohave County,"38,383"
04,017,AZ,Navajo County,"26,324"
04,019,AZ,Pima County,"151,169"
04,021,AZ,Pinal County,"45,630"
04,023,AZ,Santa Cruz County,"9,723"
04,025,AZ,Yavapai County,"29,766"
04,027,AZ,Yuma County,"34,270"
05,000,AR,Arkansas,"471,195"
05,001,AR,Arkansas County,"2,923"
05,003,AR,Ashley County,"3,950"
05,005,AR,Baxter County,"5,565"
05,007,AR,Benton County,"22,890"
05,009,AR,Boone County,"4,860"
05,011,AR,Bradley County,"2,011"
05,013,AR,Calhoun County,672
05,015,AR,Carroll County,"4,717"
05,017,AR,Chicot County,"2,594"
05,019,AR,Clark County,"3,699"
05,021,AR,Clay County,"2,543"
05,023,AR,Cleburne County,"4,109"
05,025,AR,Cleveland County,"1,054"
05,027,AR,Columbia County,"4,777"
05,029,AR,Conway County,"3,494"
05,031,AR,Craighead County,"19,674"
05,033,AR,Crawford County,"8,790"
05,035,AR,Crittenden County,"10,706"
05,037,AR,Cross County,"2,738"
05,039,AR,Dallas County,"1,213"
05,041,AR,Desha County,"3,032"
05,043,AR,Drew County,"2,715"
05,045,AR,Faulkner County,"16,486"
05,047,AR,Franklin County,"2,908"
05,049,AR,Fulton County,"2,157"
05,051,AR,Garland County,"14,319"
05,053,AR,Grant County,"2,017"
05,055,AR,Greene County,"5,898"
05,057,AR,Hempstead County,"4,125"
05,059,AR,Hot Spring County,"5,521"
05,061,AR,Howard County,"2,245"
05,063,AR,Independence County,"6,924"
05,065,AR,Izard County,"2,384"
05,067,AR,Jackson County,"3,316"
05,069,AR,Jefferson County,"12,258"
05,071,AR,Johnson County,"4,570"
05,073,AR,Lafayette County,"1,448"
05,075,AR,Lawrence County,"3,193"
05,077,AR,Lee County,"2,448"
05,079,AR,Lincoln County,"2,160"
05,081,AR,Little River County,"1,854"
05,083,AR,Logan County,"3,204"
05,085,AR,Lonoke County,"8,161"
05,087,AR,Madison County,"2,587"
05,089,AR,Marion County,"2,986"
05,091,AR,Miller County,"8,483"
05,093,AR,Mississippi County,"9,276"
05,095,AR,Monroe County,"1,667"
05,097,AR,Montgomery County,"1,692"
05,099,AR,Nevada County,"1,705"
05,101,AR,Newton County,"1,366"
05,103,AR,Ouachita County,"4,437"
05,105,AR,Perry County,"1,500"
05,107,AR,Phillips County,"5,623"
05,109,AR,Pike County,"1,844"
05,111,AR,Poinsett County,"4,948"
05,113,AR,Polk County,"3,697"
05,115,AR,Pope County,"10,897"
05,117,AR,Prairie County,"1,257"
05,119,AR,Pulaski County,"68,564"
05,121,AR,Randolph County,"3,141"
05,123,AR,St. Francis County,"6,108"
05,125,AR,Saline County,"10,572"
05,127,AR,Scott County,"1,681"
05,129,AR,Searcy County,"1,633"
05,131,AR,Sebastian County,"24,574"
05,133,AR,Sevier County,"2,854"
05,135,AR,Sharp County,"3,181"
05,137,AR,Stone County,"2,567"
05,139,AR,Union County,"6,726"
05,141,AR,Van Buren County,"2,659"
05,143,AR,Washington County,"30,035"
05,145,AR,White County,"12,106"
05,147,AR,Woodruff County,"1,514"
05,149,AR,Yell County,"2,996"
06,000,CA,California,"4,742,405"
06,001,CA,Alameda County,"152,654"
06,003,CA,Alpine County,194
06,005,CA,Amador County,"4,104"
06,007,CA,Butte County,"33,874"
06,009,CA,Calaveras County,"6,198"
06,011,CA,Colusa County,"2,466"
06,013,CA,Contra Costa County,"100,948"
06,015,CA,Del Norte County,"5,368"
06,017,CA,El Dorado County,"16,839"
06,019,CA,Fresno County,"193,449"
06,021,CA,Glenn County,"4,397"
06,023,CA,Humboldt County,"25,781"
06,025,CA,Imperial County,"29,738"
06,027,CA,Inyo County,"2,382"
06,029,CA,Kern County,"164,169"
06,031,CA,Kings County,"24,295"
06,033,CA,Lake County,"11,196"
06,035,CA,Lassen County,"4,805"
06,037,CA,Los Angeles County,"1,365,808"
06,039,CA,Madera County,"31,044"
06,041,CA,Marin County,"19,734"
06,043,CA,Mariposa County,"2,387"
06,045,CA,Mendocino County,"14,539"
06,047,CA,Merced County,"61,359"
06,049,CA,Modoc County,"1,688"
06,051,CA,Mono County,"1,278"
06,053,CA,Monterey County,"50,725"
06,055,CA,Napa County,"11,814"
06,057,CA,Nevada County,"12,141"
06,059,CA,Orange County,"309,402"
06,061,CA,Placer County,"26,816"
06,063,CA,Plumas County,"2,545"
06,065,CA,Riverside County,"282,068"
06,067,CA,Sacramento County,"203,413"
06,069,CA,San Benito County,"5,899"
06,071,CA,San Bernardino County,"285,474"
06,073,CA,San Diego County,"340,522"
06,075,CA,San Francisco County,"90,898"
06,077,CA,San Joaquin County,"95,382"
06,079,CA,San Luis Obispo County,"35,120"
06,081,CA,San Mateo County,"49,900"
06,083,CA,Santa Barbara County,"65,029"
06,085,CA,Santa Clara County,"128,955"
06,087,CA,Santa Cruz County,"27,132"
06,089,CA,Shasta County,"25,141"
06,091,CA,Sierra County,398
06,093,CA,Siskiyou County,"7,301"
06,095,CA,Solano County,"44,037"
06,097,CA,Sonoma County,"43,661"
06,099,CA,Stanislaus County,"76,921"
06,101,CA,Sutter County,"15,224"
06,103,CA,Tehama County,"10,107"
06,105,CA,Trinity County,"3,010"
06,107,CA,Tulare County,"88,367"
06,109,CA,Tuolumne County,"6,848"
06,111,CA,Ventura County,"73,968"
06,113,CA,Yolo County,"30,708"
06,115,CA,Yuba County,"12,784"
08,000,CO,Colorado,"554,126"
08,001,CO,Adams County,"51,680"
08,003,CO,Alamosa County,"2,887"
08,005,CO,Arapahoe County,"56,744"
08,007,CO,Archuleta County,"1,556"
08,009,CO,Baca County,697
08,011,CO,Bent County,"1,284"
08,013,CO,Boulder County,"34,103"
08,014,CO,Broomfield County,"3,680"
08,015,CO,Chaffee County,"1,952"
08,017,CO,Cheyenne County,215
08,019,CO,Clear Creek County,712
08,021,CO,Conejos County,"1,268"
08,023,CO,Costilla County,835
08,025,CO,Crowley County,"1,241"
08,027,CO,Custer County,519
08,029,CO,Delta County,"4,325"
08,031,CO,Denver County,"82,086"
08,033,CO,Dolores County,332
08,035,CO,Douglas County,"10,490"
08,037,CO,Eagle County,"3,922"
08,039,CO,Elbert County,"1,447"
08,041,CO,El Paso County,"68,718"
08,043,CO,Fremont County,"6,608"
08,045,CO,Garfield County,"5,667"
08,047,CO,Gilpin County,406
08,049,CO,Grand County,"1,135"
08,051,CO,Gunnison County,"2,016"
08,053,CO,Hinsdale County,59
08,055,CO,Huerfano County,"1,261"
08,057,CO,Jackson County,201
08,059,CO,Jefferson County,"41,422"
08,061,CO,Kiowa County,180
08,063,CO,Kit Carson County,832
08,065,CO,Lake County,828
08,067,CO,La Plata County,"5,521"
08,069,CO,Larimer County,"39,476"
08,071,CO,Las Animas County,"2,920"
08,073,CO,Lincoln County,699
08,075,CO,Logan County,"2,982"
08,077,CO,Mesa County,"16,238"
08,079,CO,Mineral County,89
08,081,CO,Moffat County,"1,409"
08,083,CO,Montezuma County,"3,957"
08,085,CO,Montrose County,"5,370"
08,087,CO,Morgan County,"3,524"
08,089,CO,Otero County,"3,555"
08,091,CO,Ouray County,323
08,093,CO,Park County,"1,280"
08,095,CO,Phillips County,529
08,097,CO,Pitkin County,"1,155"
08,099,CO,Prowers County,"2,251"
08,101,CO,Pueblo County,"26,839"
08,103,CO,Rio Blanco County,632
08,105,CO,Rio Grande County,"1,611"
08,107,CO,Routt County,"1,484"
08,109,CO,Saguache County,"1,392"
08,111,CO,San Juan County,101
08,113,CO,San Miguel County,729
08,115,CO,Sedgwick County,328
08,117,CO,Summit County,"2,053"
08,119,CO,Teller County,"1,968"
08,121,CO,Washington County,544
08,123,CO,Weld County,"32,543"
08,125,CO,Yuma County,"1,315"
09,000,CT,Connecticut,"355,861"
09,001,CT,Fairfield County,"85,452"
09,003,CT,Hartford County,"92,542"
09,005,CT,Litchfield County,"15,713"
09,007,CT,Middlesex County,"10,537"
09,009,CT,New Haven County,"100,433"
09,011,CT,New London County,"23,102"
09,013,CT,Tolland County,"15,039"
09,015,CT,Windham County,"13,043"
10,000,DE,Delaware,"113,026"
10,001,DE,Kent County,"21,961"
10,003,DE,New Castle County,"63,059"
10,005,DE,Sussex County,"28,006"
11,000,DC,District of Columbia,"107,307"
11,001,DC,District of Columbia,"107,307"
12,000,FL,Florida,"2,830,813"
12,001,FL,Alachua County,"50,668"
12,003,FL,Baker County,"4,187"
12,005,FL,Bay County,"24,383"
12,007,FL,Bradford County,"4,636"
12,009,FL,Brevard County,"68,879"
12,011,FL,Broward County,"244,519"
12,013,FL,Calhoun County,"2,488"
12,015,FL,Charlotte County,"20,910"
12,017,FL,Citrus County,"24,173"
12,019,FL,Clay County,"17,574"
12,021,FL,Collier County,"39,843"
12,023,FL,Columbia County,"10,722"
12,027,FL,DeSoto County,"8,117"
12,029,FL,Dixie County,"3,599"
12,031,FL,Duval County,"146,090"
12,033,FL,Escambia County,"56,350"
12,035,FL,Flagler County,"12,373"
12,037,FL,Franklin County,"2,277"
12,039,FL,Gadsden County,"10,645"
12,041,FL,Gilchrist County,"2,644"
12,043,FL,Glades County,"2,123"
12,045,FL,Gulf County,"2,190"
12,047,FL,Hamilton County,"2,933"
12,049,FL,Hardee County,"5,268"
12,051,FL,Hendry County,"8,678"
12,053,FL,Hernando County,"23,828"
12,055,FL,Highlands County,"15,428"
12,057,FL,Hillsborough County,"208,765"
12,059,FL,Holmes County,"3,613"
12,061,FL,Indian River County,"18,938"
12,063,FL,Jackson County,"8,499"
12,065,FL,Jefferson County,"2,181"
12,067,FL,Lafayette County,"1,360"
12,069,FL,Lake County,"39,022"
12,071,FL,Lee County,"95,012"
12,073,FL,Leon County,"45,137"
12,075,FL,Levy County,"8,228"
12,077,FL,Liberty County,"1,391"
12,079,FL,Madison County,"3,585"
12,081,FL,Manatee County,"40,642"
12,083,FL,Marion County,"50,984"
12,085,FL,Martin County,"17,768"
12,086,FL,Miami-Dade County,"398,855"
12,087,FL,Monroe County,"8,907"
12,089,FL,Nassau County,"9,280"
12,091,FL,Okaloosa County,"20,091"
12,093,FL,Okeechobee County,"7,841"
12,095,FL,Orange County,"208,064"
12,097,FL,Osceola County,"53,195"
12,099,FL,Palm Beach County,"171,280"
12,101,FL,Pasco County,"67,129"
12,103,FL,Pinellas County,"115,468"
12,105,FL,Polk County,"115,547"
12,107,FL,Putnam County,"19,159"
12,109,FL,St. Johns County,"18,142"
12,111,FL,St. Lucie County,"38,819"
12,113,FL,Santa Rosa County,"16,609"
12,115,FL,Sarasota County,"37,895"
12,117,FL,Seminole County,"43,726"
12,119,FL,Sumter County,"12,096"
12,121,FL,Suwannee County,"8,648"
12,123,FL,Taylor County,"3,889"
12,125,FL,Union County,"2,536"
12,127,FL,Volusia County,"75,803"
12,129,FL,Wakulla County,"3,164"
12,131,FL,Walton County,"9,632"
12,133,FL,Washington County,"4,395"
13,000,GA,Georgia,"1,493,837"
13,001,GA,Appling County,"3,292"
13,003,GA,Atkinson County,"1,983"
13,005,GA,Bacon County,"2,522"
13,007,GA,Baker County,728
13,009,GA,Baldwin County,"9,332"
13,011,GA,Banks County,"2,363"
13,013,GA,Barrow County,"8,262"
13,015,GA,Bartow County,"12,677"
13,017,GA,Ben Hill County,"3,731"
13,019,GA,Berrien County,"3,091"
13,021,GA,Bibb County,"36,780"
13,023,GA,Bleckley County,"2,153"
13,025,GA,Brantley County,"3,310"
13,027,GA,Brooks County,"3,809"
13,029,GA,Bryan County,"3,766"
13,031,GA,Bulloch County,"16,122"
13,033,GA,Burke County,"4,961"
13,035,GA,Butts County,"3,195"
13,037,GA,Calhoun County,"1,380"
13,039,GA,Camden County,"6,323"
13,043,GA,Candler County,"2,371"
13,045,GA,Carroll County,"19,224"
13,047,GA,Catoosa County,"7,873"
13,049,GA,Charlton County,"2,575"
13,051,GA,Chatham County,"43,618"
13,053,GA,Chattahoochee County,"1,114"
13,055,GA,Chattooga County,"4,768"
13,057,GA,Cherokee County,"18,933"
13,059,GA,Clarke County,"25,418"
13,061,GA,Clay County,686
13,063,GA,Clayton County,"55,143"
13,065,GA,Clinch County,"1,590"
13,067,GA,Cobb County,"72,765"
13,069,GA,Coffee County,"10,440"
13,071,GA,Colquitt County,"10,027"
13,073,GA,Columbia County,"11,580"
13,075,GA,Cook County,"3,435"
13,077,GA,Coweta County,"12,129"
13,079,GA,Crawford County,"1,962"
13,081,GA,Crisp County,"4,729"
13,083,GA,Dade County,"1,728"
13,085,GA,Dawson County,"2,556"
13,087,GA,Decatur County,"6,635"
13,089,GA,DeKalb County,"108,081"
13,091,GA,Dodge County,"4,620"
13,093,GA,Dooly County,"2,108"
13,095,GA,Dougherty County,"21,155"
13,097,GA,Douglas County,"18,540"
13,099,GA,Early County,"2,730"
13,101,GA,Echols County,794
13,103,GA,Effingham County,"6,045"
13,105,GA,Elbert County,"3,710"
13,107,GA,Emanuel County,"5,156"
13,109,GA,Evans County,"2,447"
13,111,GA,Fannin County,"3,397"
13,113,GA,Fayette County,"7,752"
13,115,GA,Floyd County,"15,376"
13,117,GA,Forsyth County,"13,636"
13,119,GA,Franklin County,"3,792"
13,121,GA,Fulton County,"142,028"
13,123,GA,Gilmer County,"4,449"
13,125,GA,Glascock County,436
13,127,GA,Glynn County,"13,760"
13,129,GA,Gordon County,"7,364"
13,131,GA,Grady County,"5,741"
13,133,GA,Greene County,"2,716"
13,135,GA,Gwinnett County,"102,953"
13,137,GA,Habersham County,"5,918"
13,139,GA,Hall County,"24,666"
13,141,GA,Hancock County,"2,228"
13,143,GA,Haralson County,"4,514"
13,145,GA,Harris County,"2,899"
13,147,GA,Hart County,"4,075"
13,149,GA,Heard County,"1,969"
13,151,GA,Henry County,"23,188"
13,153,GA,Houston County,"19,058"
13,155,GA,Irwin County,"1,817"
13,157,GA,Jackson County,"9,491"
13,159,GA,Jasper County,"2,232"
13,161,GA,Jeff Davis County,"2,861"
13,163,GA,Jefferson County,"3,037"
13,165,GA,Jenkins County,"2,052"
13,167,GA,Johnson County,"2,041"
13,169,GA,Jones County,"3,513"
13,171,GA,Lamar County,"2,550"
13,173,GA,Lanier County,"1,924"
13,175,GA,Laurens County,"10,614"
13,177,GA,Lee County,"3,163"
13,179,GA,Liberty County,"11,429"
13,181,GA,Lincoln County,"1,266"
13,183,GA,Long County,"2,467"
13,185,GA,Lowndes County,"27,652"
13,187,GA,Lumpkin County,"4,246"
13,189,GA,McDuffie County,"4,182"
13,191,GA,McIntosh County,"2,367"
13,193,GA,Macon County,"3,132"
13,195,GA,Madison County,"4,611"
13,197,GA,Marion County,"1,580"
13,199,GA,Meriwether County,"4,468"
13,201,GA,Miller County,"1,400"
13,205,GA,Mitchell County,"4,790"
13,207,GA,Monroe County,"3,221"
13,209,GA,Montgomery County,"1,647"
13,211,GA,Morgan County,"2,222"
13,213,GA,Murray County,"6,208"
13,215,GA,Muscogee County,"40,496"
13,217,GA,Newton County,"14,185"
13,219,GA,Oconee County,"2,577"
13,221,GA,Oglethorpe County,"2,010"
13,223,GA,Paulding County,"13,209"
13,225,GA,Peach County,"5,304"
13,227,GA,Pickens County,"3,452"
13,229,GA,Pierce County,"3,052"
13,231,GA,Pike County,"1,859"
13,233,GA,Polk County,"7,598"
13,235,GA,Pulaski County,"1,862"
13,237,GA,Putnam County,"3,635"
13,239,GA,Quitman County,547
13,241,GA,Rabun County,"2,109"
13,243,GA,Randolph County,"1,702"
13,245,GA,Richmond County,"41,249"
13,247,GA,Rockdale County,"12,697"
13,249,GA,Schley County,718
13,251,GA,Screven County,"2,769"
13,253,GA,Seminole County,"2,124"
13,255,GA,Spalding County,"14,186"
13,257,GA,Stephens County,"4,391"
13,259,GA,Stewart County,"1,288"
13,261,GA,Sumter County,"7,727"
13,263,GA,Talbot County,"1,333"
13,265,GA,Taliaferro County,358
13,267,GA,Tattnall County,"5,359"
13,269,GA,Taylor County,"1,744"
13,271,GA,Telfair County,"3,027"
13,273,GA,Terrell County,"2,309"
13,275,GA,Thomas County,"8,615"
13,277,GA,Tift County,"8,484"
13,279,GA,Toombs County,"6,087"
13,281,GA,Towns County,"1,585"
13,283,GA,Treutlen County,"1,300"
13,285,GA,Troup County,"10,559"
13,287,GA,Turner County,"2,247"
13,289,GA,Twiggs County,"1,634"
13,291,GA,Union County,"3,035"
13,293,GA,Upson County,"5,129"
13,295,GA,Walker County,"9,524"
13,297,GA,Walton County,"10,602"
13,299,GA,Ware County,"8,158"
13,301,GA,Warren County,"1,321"
13,303,GA,Washington County,"4,057"
13,305,GA,Wayne County,"6,988"
13,307,GA,Webster County,481
13,309,GA,Wheeler County,"1,692"
13,311,GA,White County,"3,456"
13,313,GA,Whitfield County,"13,655"
13,315,GA,Wilcox County,"1,897"
13,317,GA,Wilkes County,"1,879"
13,319,GA,Wilkinson County,"1,832"
13,321,GA,Worth County,"4,178"
15,000,HI,Hawaii,"152,656"
15,001,HI,Hawaii County,"29,361"
15,003,HI,Honolulu County,"96,646"
15,005,HI,Kalawao County,.
15,007,HI,Kauai County,"8,101"
15,009,HI,Maui County,"18,548"
16,000,ID,Idaho,"202,091"
16,001,ID,Ada County,"43,285"
16,003,ID,Adams County,590
16,005,ID,Bannock County,"11,121"
16,007,ID,Bear Lake County,633
16,009,ID,Benewah County,"1,348"
16,011,ID,Bingham County,"5,482"
16,013,ID,Blaine County,"1,772"
16,015,ID,Boise County,962
16,017,ID,Bonner County,"5,761"
16,019,ID,Bonneville County,"12,383"
16,021,ID,Boundary County,"1,506"
16,023,ID,Butte County,417
16,025,ID,Camas County,108
16,027,ID,Canyon County,"26,280"
16,029,ID,Caribou County,696
16,031,ID,Cassia County,"2,803"
16,033,ID,Clark County,113
16,035,ID,Clearwater County,"1,208"
16,037,ID,Custer County,554
16,039,ID,Elmore County,"3,166"
16,041,ID,Franklin County,"1,192"
16,043,ID,Fremont County,"1,546"
16,045,ID,Gem County,"2,437"
16,047,ID,Gooding County,"1,707"
16,049,ID,Idaho County,"2,232"
16,051,ID,Jefferson County,"2,540"
16,053,ID,Jerome County,"3,088"
16,055,ID,Kootenai County,"16,927"
16,057,ID,Latah County,"5,113"
16,059,ID,Lemhi County,974
16,061,ID,Lewis County,486
16,063,ID,Lincoln County,593
16,065,ID,Madison County,"9,330"
16,067,ID,Minidoka County,"3,025"
16,069,ID,Nez Perce County,"6,377"
16,071,ID,Oneida County,493
16,073,ID,Owyhee County,"1,731"
16,075,ID,Payette County,"3,126"
16,077,ID,Power County,"1,001"
16,079,ID,Shoshone County,"2,404"
16,081,ID,Teton County,907
16,083,ID,Twin Falls County,"12,185"
16,085,ID,Valley County,"1,015"
16,087,ID,Washington County,"1,476"
17,000,IL,Illinois,"1,493,042"
17,001,IL,Adams County,"7,424"
17,003,IL,Alexander County,"1,084"
17,005,IL,Bond County,"2,024"
17,007,IL,Boone County,"5,341"
17,009,IL,Brown County,758
17,011,IL,Bureau County,"3,929"
17,013,IL,Calhoun County,434
17,015,IL,Carroll County,"2,093"
17,017,IL,Cass County,"1,429"
17,019,IL,Champaign County,"28,582"
17,021,IL,Christian County,"3,823"
17,023,IL,Clark County,"1,533"
17,025,IL,Clay County,"1,827"
17,027,IL,Clinton County,"3,152"
17,029,IL,Coles County,"7,668"
17,031,IL,Cook County,"703,874"
17,033,IL,Crawford County,"2,334"
17,035,IL,Cumberland County,"1,060"
17,037,IL,DeKalb County,"13,529"
17,039,IL,De Witt County,"1,612"
17,041,IL,Douglas County,"1,783"
17,043,IL,DuPage County,"62,952"
17,045,IL,Edgar County,"2,115"
17,047,IL,Edwards County,722
17,049,IL,Effingham County,"3,158"
17,051,IL,Fayette County,"3,011"
17,053,IL,Ford County,"1,469"
17,055,IL,Franklin County,"6,089"
17,057,IL,Fulton County,"4,629"
17,059,IL,Gallatin County,846
17,061,IL,Greene County,"1,632"
17,063,IL,Grundy County,"3,496"
17,065,IL,Hamilton County,"1,032"
17,067,IL,Hancock County,"2,053"
17,069,IL,Hardin County,680
17,071,IL,Henderson County,770
17,073,IL,Henry County,"4,560"
17,075,IL,Iroquois County,"2,801"
17,077,IL,Jackson County,"11,033"
17,079,IL,Jasper County,905
17,081,IL,Jefferson County,"5,309"
17,083,IL,Jersey County,"1,914"
17,085,IL,Jo Daviess County,"1,877"
17,087,IL,Johnson County,"1,610"
17,089,IL,Kane County,"43,982"
17,091,IL,Kankakee County,"13,545"
17,093,IL,Kendall County,"6,634"
17,095,IL,Knox County,"6,653"
17,097,IL,Lake County,"58,626"
17,099,IL,La Salle County,"13,900"
17,101,IL,Lawrence County,"2,459"
17,103,IL,Lee County,"4,083"
17,105,IL,Livingston County,"3,909"
17,107,IL,Logan County,"3,238"
17,109,IL,McDonough County,"4,256"
17,111,IL,McHenry County,"18,456"
17,113,IL,McLean County,"21,514"
17,115,IL,Macon County,"16,893"
17,117,IL,Macoupin County,"6,702"
17,119,IL,Madison County,"29,596"
17,121,IL,Marion County,"5,653"
17,123,IL,Marshall County,"1,124"
17,125,IL,Mason County,"1,579"
17,127,IL,Massac County,"2,259"
17,129,IL,Menard County,"1,012"
17,131,IL,Mercer County,"1,694"
17,133,IL,Monroe County,"1,548"
17,135,IL,Montgomery County,"3,376"
17,137,IL,Morgan County,"4,168"
17,139,IL,Moultrie County,"1,359"
17,141,IL,Ogle County,"4,291"
17,143,IL,Peoria County,"28,357"
17,145,IL,Perry County,"3,069"
17,147,IL,Piatt County,"1,090"
17,149,IL,Pike County,"1,941"
17,151,IL,Pope County,635
17,153,IL,Pulaski County,"1,128"
17,155,IL,Putnam County,418
17,157,IL,Randolph County,"3,909"
17,159,IL,Richland County,"2,188"
17,161,IL,Rock Island County,"22,803"
17,163,IL,St. Clair County,"33,300"
17,165,IL,Saline County,"3,976"
17,167,IL,Sangamon County,"27,610"
17,169,IL,Schuyler County,829
17,171,IL,Scott County,552
17,173,IL,Shelby County,"2,129"
17,175,IL,Stark County,592
17,177,IL,Stephenson County,"5,216"
17,179,IL,Tazewell County,"11,918"
17,181,IL,Union County,"2,844"
17,183,IL,Vermilion County,"13,859"
17,185,IL,Wabash County,"1,609"
17,187,IL,Warren County,"2,067"
17,189,IL,Washington County,"1,141"
17,191,IL,Wayne County,"2,263"
17,193,IL,White County,"2,111"
17,195,IL,Whiteside County,"7,181"
17,197,IL,Will County,"54,149"
17,199,IL,Williamson County,"9,551"
17,201,IL,Winnebago County,"39,659"
17,203,IL,Woodford County,"2,484"
18,000,IN,Indiana,"799,733"
18,001,IN,Adams County,"4,478"
18,003,IN,Allen County,"50,086"
18,005,IN,Bartholomew County,"6,624"
18,007,IN,Benton County,901
18,009,IN,Blackford County,"1,526"
18,011,IN,Boone County,"3,980"
18,013,IN,Brown County,"1,670"
18,015,IN,Carroll County,"1,730"
18,017,IN,Cass County,"4,459"
18,019,IN,Clark County,"12,668"
18,021,IN,Clay County,"2,894"
18,023,IN,Clinton County,"3,352"
18,025,IN,Crawford County,"1,605"
18,027,IN,Daviess County,"4,151"
18,029,IN,Dearborn County,"3,819"
18,031,IN,Decatur County,"2,576"
18,033,IN,De Kalb County,"3,411"
18,035,IN,Delaware County,"19,056"
18,037,IN,Dubois County,"3,187"
18,039,IN,Elkhart County,"22,950"
18,041,IN,Fayette County,"3,116"
18,043,IN,Floyd County,"7,237"
18,045,IN,Fountain County,"1,726"
18,047,IN,Franklin County,"1,950"
18,049,IN,Fulton County,"2,224"
18,051,IN,Gibson County,"3,675"
